"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019-9-4","294.04","293.14","294.06","292.31","47.00M","1.14%"
"2019-9-3","290.74","290.57","291.58","289.27","69.23M","-0.58%"
"2019-8-30","292.45","294.22","294.24","291.42","62.96M","-0.04%"
"2019-8-29","292.58","291.72","293.16","290.61","58.00M","1.28%"
"2019-8-28","288.89","286.14","289.07","285.25","59.85M","0.70%"
"2019-8-27","286.87","289.54","289.95","286.03","68.26M","-0.39%"
"2019-8-26","288.00","287.27","288.00","285.58","72.62M","1.11%"
"2019-8-23","284.85","290.92","292.76","283.47","149.32M","-2.57%"
"2019-8-22","292.36","293.23","293.93","290.40","51.74M","-0.03%"
"2019-8-21","292.45","292.48","292.86","291.72","49.72M","0.81%"
"2019-8-20","290.09","291.77","292.36","289.95","51.65M","-0.77%"
"2019-8-19","292.33","292.19","293.08","291.44","53.64M","1.20%"
"2019-8-16","288.85","286.48","289.33","284.71","85.83M","1.48%"
"2019-8-15","284.65","284.88","285.64","282.39","101.93M","0.26%"
"2019-8-14","283.90","288.07","292.46","283.76","135.62M","-2.96%"
"2019-8-13","292.55","287.74","294.15","287.36","94.79M","1.56%"
"2019-8-12","288.07","289.96","291.61","287.02","65.53M","-1.22%"
"2019-8-9","291.62","292.58","293.24","289.65","93.73M","-0.68%"
"2019-8-8","293.62","289.62","293.62","289.01","87.71M","1.96%"
"2019-8-7","287.97","284.40","288.82","282.04","140.57M","0.06%"
"2019-8-6","287.80","285.91","288.04","284.28","120.71M","1.40%"
"2019-8-5","283.82","288.09","288.21","281.72","178.75M","-3.01%"
"2019-8-2","292.62","293.85","294.12","290.90","116.75M","-0.75%"
"2019-8-1","294.84","297.60","300.87","293.96","142.65M","-0.87%"
"2019-7-31","297.43","300.99","301.20","295.20","104.25M","-1.09%"
"2019-7-30","300.72","299.91","301.17","299.49","45.85M","-0.25%"
"2019-7-29","301.46","301.88","301.93","300.85","38.13M","-0.18%"
"2019-7-26","302.01","300.76","302.23","300.62","45.08M","0.67%"
"2019-7-25","300.00","300.94","301.00","299.11","55.39M","-0.48%"
"2019-7-24","301.44","299.19","301.44","299.09","47.21M","0.47%"
"2019-7-23","300.03","299.14","300.03","298.22","44.66M","0.72%"
"2019-7-22","297.90","297.61","298.50","297.04","43.69M","0.25%"
"2019-7-19","297.17","300.04","300.07","296.96","71.08M","-0.56%"
"2019-7-18","298.83","297.19","299.25","296.70","51.70M","0.37%"
"2019-7-17","297.74","299.75","299.93","297.74","44.10M","-0.66%"
"2019-7-16","299.71","300.65","300.88","299.44","40.57M","-0.35%"
"2019-7-15","300.75","301.13","301.13","300.19","33.91M","0.03%"
"2019-7-12","300.65","299.85","300.73","299.51","40.35M","0.45%"
"2019-7-11","299.31","299.32","299.58","298.20","50.89M","0.23%"
"2019-7-10","298.61","298.37","299.66","297.78","58.60M","0.48%"
"2019-7-9","297.19","295.54","297.52","295.48","41.10M","0.12%"
"2019-7-8","296.82","297.01","298.26","296.22","45.84M","-0.55%"
"2019-7-5","298.46","297.44","298.64","296.01","51.68M","-0.11%"
"2019-7-3","298.80","297.18","298.82","297.02","40.90M","0.80%"
"2019-7-2","296.43","295.61","296.49","294.68","61.50M","0.26%"
"2019-7-1","295.66","296.68","296.92","294.33","79.11M","0.91%"
"2019-6-28","293.00","292.58","293.55","292.01","59.35M","0.51%"
"2019-6-27","291.50","291.31","292.06","290.89","40.36M","0.35%"
"2019-6-26","290.47","291.75","292.31","290.35","51.58M","-0.10%"
"2019-6-25","290.76","293.70","293.73","290.64","82.03M","-0.98%"
"2019-6-24","293.64","294.23","294.58","293.47","47.58M","-0.12%"
"2019-6-21","294.00","294.13","295.52","293.76","83.31M","-0.63%"
"2019-6-20","295.86","296.04","296.31","293.13","116.57M","0.96%"
"2019-6-19","293.06","292.55","293.65","291.47","78.67M","0.23%"
"2019-6-18","292.40","291.39","293.57","290.99","85.43M","1.05%"
"2019-6-17","289.37","289.52","290.22","289.18","39.21M","0.04%"
"2019-6-14","289.26","289.26","289.93","288.41","52.32M","-0.11%"
"2019-6-13","289.58","289.40","289.98","288.62","48.95M","0.41%"
"2019-6-12","288.39","288.64","289.26","287.81","47.10M","-0.18%"
"2019-6-11","288.90","290.99","291.40","288.18","58.64M","-0.02%"
"2019-6-10","288.97","289.37","290.82","288.87","60.80M","0.46%"
"2019-6-7","287.65","285.93","288.85","285.74","74.27M","1.00%"
"2019-6-6","284.80","283.29","285.55","282.57","69.43M","0.65%"
"2019-6-5","282.96","282.33","282.99","280.32","71.17M","0.87%"
"2019-6-4","280.53","277.12","280.68","276.62","77.23M","2.17%"
"2019-6-3","274.57","275.31","276.55","273.09","96.43M","-0.25%"
"2019-5-31","275.27","276.20","277.12","275.24","86.86M","-1.35%"
"2019-5-30","279.03","279.11","280.04","277.81","62.52M","0.27%"
"2019-5-29","278.27","278.91","279.36","276.71","104.97M","-0.67%"
"2019-5-28","280.15","283.09","284.15","280.13","70.03M","-0.93%"
"2019-5-24","282.78","283.74","284.20","282.09","55.27M","0.23%"
"2019-5-23","282.14","283.16","283.21","280.57","98.73M","-1.22%"
"2019-5-22","285.63","285.45","286.69","285.10","49.48M","-0.31%"
"2019-5-21","286.51","285.83","286.93","285.55","46.85M","0.90%"
"2019-5-20","283.95","284.06","285.43","283.12","62.88M","-0.66%"
"2019-5-17","285.84","285.14","288.60","285.12","100.35M","-0.65%"
"2019-5-16","287.70","285.84","289.21","285.76","76.75M","0.93%"
"2019-5-15","285.06","281.59","285.77","281.36","73.96M","0.59%"
"2019-5-14","283.40","281.99","285.10","281.85","77.00M","0.90%"
"2019-5-13","280.86","282.42","283.49","279.93","127.29M","-2.51%"
"2019-5-10","288.10","285.62","288.94","282.30","112.43M","0.50%"
"2019-5-9","286.66","285.23","287.33","283.30","103.47M","-0.30%"
"2019-5-8","287.53","287.53","289.43","286.87","91.57M","-0.14%"
"2019-5-7","287.93","290.15","290.81","285.81","144.73M","-1.67%"
"2019-5-6","292.82","289.25","293.31","288.90","107.20M","-0.41%"
"2019-5-3","294.03","292.82","294.34","291.30","56.54M","0.98%"
"2019-5-2","291.18","291.68","292.70","289.52","65.03M","-0.22%"
"2019-5-1","291.81","294.72","294.95","291.80","71.67M","-0.75%"
"2019-4-30","294.02","293.49","294.34","291.92","81.11M","0.05%"
"2019-4-29","293.87","293.51","294.45","293.41","57.20M","0.16%"
"2019-4-26","293.41","292.10","293.49","291.24","50.92M","0.47%"
"2019-4-25","292.05","292.12","292.78","290.73","57.77M","-0.06%"
"2019-4-24","292.23","292.79","293.16","292.07","50.39M","-0.22%"
"2019-4-23","292.88","290.68","293.14","290.42","52.25M","0.90%"
"2019-4-22","290.27","289.17","290.44","289.07","40.16M","0.09%"
"2019-4-18","290.02","290.10","290.32","288.66","68.71M","0.20%"
"2019-4-17","289.45","291.40","291.43","288.99","58.27M","-0.24%"
"2019-4-16","290.16","290.95","291.01","289.50","52.15M","0.07%"
"2019-4-15","289.97","290.24","290.35","289.07","49.60M","-0.07%"
"2019-4-12","290.16","290.00","290.47","288.26","69.73M","0.68%"
"2019-4-11","288.21","288.83","288.84","287.58","55.09M","-0.03%"
"2019-4-10","288.29","287.77","288.39","287.31","52.60M","0.34%"
"2019-4-9","287.31","287.72","288.08","286.70","66.14M","-0.51%"
"2019-4-8","288.79","288.10","288.91","287.37","53.57M","0.08%"
"2019-4-5","288.57","287.92","288.63","287.60","58.62M","0.48%"
"2019-4-4","287.18","286.78","287.46","286.01","49.00M","0.27%"
"2019-4-3","286.42","287.32","287.76","285.75","68.24M","0.16%"
"2019-4-2","285.97","286.04","286.23","285.09","40.07M","0.05%"
"2019-4-1","285.83","284.70","286.16","284.40","77.62M","1.19%"
"2019-3-29","282.48","282.39","282.84","281.14","82.19M","0.63%"
"2019-3-28","280.71","280.35","281.21","279.07","56.24M","0.38%"
"2019-3-27","279.65","281.11","281.76","277.93","72.22M","-0.52%"
"2019-3-26","281.12","280.99","282.18","279.56","68.13M","0.75%"
"2019-3-25","279.04","278.87","280.19","277.64","85.58M","-0.08%"
"2019-3-22","279.25","283.22","283.80","279.18","122.66M","-1.92%"
"2019-3-21","284.73","280.64","285.18","280.59","79.55M","1.13%"
"2019-3-20","281.55","282.16","283.50","280.32","84.61M","-0.30%"
"2019-3-19","282.40","283.51","284.36","281.41","90.27M","0.02%"
"2019-3-18","282.33","281.55","282.66","281.30","62.20M","0.36%"
"2019-3-15","281.31","280.54","282.21","280.33","81.31M","0.05%"
"2019-3-14","281.16","281.37","281.84","280.67","67.52M","-0.06%"
"2019-3-13","281.34","280.48","282.38","280.30","80.64M","0.66%"
"2019-3-12","279.49","279.06","280.07","278.85","79.67M","0.38%"
"2019-3-11","278.44","275.26","278.62","275.23","65.10M","1.45%"
"2019-3-8","274.46","272.94","274.65","272.42","85.80M","-0.20%"
"2019-3-7","275.01","276.83","276.99","274.07","94.89M","-0.84%"
"2019-3-6","277.33","279.15","279.16","276.97","75.04M","-0.61%"
"2019-3-5","279.02","279.54","279.76","278.41","59.11M","-0.14%"
"2019-3-4","279.40","281.60","281.87","276.84","106.49M","-0.36%"
"2019-3-1","280.42","280.44","280.88","278.82","78.88M","0.62%"
"2019-2-28","278.68","278.96","279.45","278.32","69.27M","-0.19%"
"2019-2-27","279.20","278.52","279.59","277.48","56.92M","-0.04%"
"2019-2-26","279.32","279.13","280.30","278.90","56.84M","-0.07%"
"2019-2-25","279.52","280.73","281.31","279.43","69.03M","0.14%"
"2019-2-22","279.14","278.11","279.36","277.40","78.11M","0.62%"
"2019-2-21","277.42","277.70","278.10","276.35","64.21M","-0.36%"
"2019-2-20","278.41","277.81","278.92","277.25","76.61M","0.20%"
"2019-2-19","277.85","276.48","278.58","276.47","59.12M","0.17%"
"2019-2-15","277.37","276.36","277.41","276.13","97.09M","1.09%"
"2019-2-14","274.38","273.78","275.64","272.87","83.23M","-0.22%"
"2019-2-13","274.99","275.03","275.93","274.56","65.28M","0.32%"
"2019-2-12","274.10","272.42","274.52","272.34","72.27M","1.29%"
"2019-2-11","270.62","271.20","271.49","270.03","68.02M","0.06%"
"2019-2-8","270.47","268.75","270.58","267.83","75.79M","0.12%"
"2019-2-7","270.14","270.94","271.55","268.29","95.48M","-0.95%"
"2019-2-6","272.74","272.79","273.34","271.92","58.35M","-0.13%"
"2019-2-5","273.10","272.44","273.44","271.88","79.55M","0.42%"
"2019-2-4","271.96","270.11","272.03","269.36","60.74M","0.70%"
"2019-2-1","270.06","270.15","271.20","269.18","85.78M","0.05%"
"2019-1-31","269.93","267.51","270.47","267.27","104.01M","0.88%"
"2019-1-30","267.58","265.10","268.52","264.25","92.47M","1.58%"
"2019-1-29","263.41","263.92","264.55","262.48","66.14M","-0.13%"
"2019-1-28","263.76","263.39","263.83","261.79","85.61M","-0.76%"
"2019-1-25","265.78","265.61","266.70","263.66","96.88M","0.85%"
"2019-1-24","263.55","263.21","264.20","262.08","59.20M","0.05%"
"2019-1-23","263.41","264.01","264.79","260.66","86.03M","0.21%"
"2019-1-22","262.86","264.82","265.06","261.06","115.53M","-1.35%"
"2019-1-18","266.46","264.98","266.98","263.00","127.90M","1.33%"
"2019-1-17","262.96","260.01","263.92","259.96","96.12M","0.76%"
"2019-1-16","260.98","260.83","261.97","260.60","77.64M","0.24%"
"2019-1-15","260.35","257.82","260.70","257.81","85.21M","1.15%"
"2019-1-14","257.40","256.86","258.30","256.41","70.91M","-0.61%"
"2019-1-11","258.98","257.68","259.01","257.03","73.86M","0.04%"
"2019-1-10","258.88","256.26","259.16","255.50","96.82M","0.35%"
"2019-1-9","257.97","257.56","258.91","256.19","95.01M","0.47%"
"2019-1-8","256.77","256.82","257.31","254.00","102.51M","0.94%"
"2019-1-7","254.38","252.69","255.95","251.69","103.14M","0.79%"
"2019-1-4","252.39","247.59","253.11","247.17","142.63M","3.35%"
"2019-1-3","244.21","248.23","248.57","243.67","144.14M","-2.39%"
"2019-1-2","250.18","245.98","251.21","245.95","126.93M","0.10%"
"2018-12-31","249.92","249.56","250.19","247.47","144.30M","0.88%"
"2018-12-28","247.75","249.58","251.40","246.45","153.10M","-0.13%"
"2018-12-27","248.07","242.57","248.29","238.96","186.27M","0.77%"
"2018-12-26","246.18","235.97","246.18","233.76","218.49M","5.05%"
"2018-12-24","234.34","239.04","240.84","234.27","147.31M","-2.64%"
"2018-12-21","240.70","246.74","249.71","239.98","255.35M","-2.62%"
"2018-12-20","247.17","249.86","251.62","244.65","252.05M","-1.63%"
"2018-12-19","251.26","255.17","259.40","249.35","214.99M","-1.50%"
"2018-12-18","255.08","257.20","257.95","253.28","134.52M","-0.11%"
"2018-12-17","255.36","259.40","260.65","253.53","165.49M","-1.96%"
"2018-12-14","260.47","262.96","264.03","259.85","116.96M","-1.85%"
"2018-12-13","265.37","266.52","267.49","264.12","96.66M","-0.03%"
"2018-12-12","265.46","267.47","269.00","265.37","97.98M","0.50%"
"2018-12-11","264.13","267.66","267.87","262.48","121.50M","0.02%"
"2018-12-10","264.07","263.37","265.16","258.62","151.45M","0.19%"
"2018-12-7","263.57","269.46","271.22","262.63","161.02M","-2.32%"
"2018-12-6","269.84","265.92","269.97","262.44","204.19M","-0.15%"
"2018-12-4","270.25","278.37","278.85","269.90","177.99M","-3.24%"
"2018-12-3","279.30","280.28","280.40","277.50","103.02M","1.32%"
"2018-11-30","275.65","273.81","276.28","273.45","98.20M","0.61%"
"2018-11-29","273.98","273.71","275.55","272.43","82.35M","-0.22%"
"2018-11-28","274.58","269.60","274.58","268.33","127.63M","2.30%"
"2018-11-27","268.40","266.34","268.40","265.66","75.50M","0.34%"
"2018-11-26","267.50","265.78","267.75","265.34","79.98M","1.61%"
"2018-11-23","263.25","263.18","264.82","263.07","42.81M","-0.67%"
"2018-11-21","265.02","265.86","267.15","265.01","75.56M","0.34%"
"2018-11-20","264.12","265.36","267.00","263.15","136.02M","-1.85%"
"2018-11-19","269.10","273.05","273.38","268.07","103.06M","-1.69%"
"2018-11-16","273.73","271.79","274.75","271.21","126.67M","0.26%"
"2018-11-15","273.02","268.78","273.54","267.01","135.10M","1.04%"
"2018-11-14","270.20","274.16","274.61","268.45","125.34M","-0.68%"
"2018-11-13","272.06","273.09","275.32","271.25","98.18M","-0.19%"
"2018-11-12","272.57","277.19","277.46","271.99","99.67M","-1.87%"
"2018-11-9","277.76","279.03","279.24","276.18","98.81M","-0.98%"
"2018-11-8","280.50","280.11","281.22","279.22","65.58M","-0.18%"
"2018-11-7","281.01","277.56","281.10","277.08","102.75M","2.14%"
"2018-11-6","275.12","273.32","275.30","273.25","60.09M","0.63%"
"2018-11-5","273.39","272.44","274.01","271.35","65.62M","0.55%"
"2018-11-2","271.89","274.75","275.23","269.59","122.63M","-0.59%"
"2018-11-1","273.51","271.60","273.73","270.38","99.50M","1.06%"
"2018-10-31","270.63","270.65","273.23","270.12","128.30M","1.07%"
"2018-10-30","267.77","263.67","268.12","263.12","157.12M","1.48%"
"2018-10-29","263.86","268.80","270.25","259.85","160.75M","-0.55%"
"2018-10-26","265.33","265.92","271.00","262.29","201.57M","-1.76%"
"2018-10-25","270.08","267.38","271.81","266.23","138.06M","1.79%"
"2018-10-24","265.32","273.33","273.76","264.70","177.81M","-3.03%"
"2018-10-23","273.61","270.95","274.87","268.61","146.35M","-0.51%"
"2018-10-22","275.01","277.00","277.36","274.41","82.42M","-0.45%"
"2018-10-19","276.25","277.13","279.30","275.47","139.90M","-0.05%"
"2018-10-18","276.40","279.40","280.07","274.97","134.56M","-1.44%"
"2018-10-17","280.45","280.44","281.15","277.56","110.63M","0.02%"
"2018-10-16","280.40","276.60","280.82","276.07","118.26M","2.19%"
"2018-10-15","274.40","275.55","277.04","274.30","102.26M","-0.56%"
"2018-10-12","275.95","276.77","277.09","272.37","183.19M","1.39%"
"2018-10-11","272.17","277.08","278.90","270.36","274.84M","-2.20%"
"2018-10-10","278.30","286.83","286.91","277.88","214.73M","-3.17%"
"2018-10-9","287.40","287.39","288.86","286.77","74.34M","-0.15%"
"2018-10-8","287.82","287.05","288.22","285.50","87.74M","0.00%"
"2018-10-5","287.82","289.69","290.27","286.22","105.95M","-0.56%"
"2018-10-4","289.44","291.18","291.24","287.66","111.55M","-0.78%"
"2018-10-3","291.72","292.74","293.21","291.32","64.69M","0.05%"
"2018-10-2","291.56","291.56","292.36","291.14","47.26M","-0.06%"
"2018-10-1","291.73","292.11","292.93","290.98","62.08M","0.35%"
"2018-9-28","290.72","289.99","291.28","289.95","70.09M","0.01%"
"2018-9-27","290.69","290.41","291.91","290.10","59.25M","0.28%"
"2018-9-26","289.88","290.91","292.24","289.41","79.74M","-0.30%"
"2018-9-25","290.75","291.53","291.65","290.48","44.37M","-0.09%"
"2018-9-24","291.02","291.34","291.50","290.37","53.41M","-0.33%"
"2018-9-21","291.99","293.09","293.22","291.81","105.48M","-0.54%"
"2018-9-20","293.58","292.64","293.94","291.24","100.36M","0.81%"
"2018-9-19","291.22","290.97","291.69","290.82","49.08M","0.11%"
"2018-9-18","290.91","289.58","291.58","289.55","61.93M","0.54%"
"2018-9-17","289.34","290.82","290.86","289.03","68.24M","-0.53%"
"2018-9-14","290.88","291.06","291.27","290.00","55.08M","0.02%"
"2018-9-13","290.83","290.32","291.04","290.00","51.03M","0.59%"
"2018-9-12","289.12","289.06","289.80","288.23","59.81M","0.02%"
"2018-9-11","289.05","287.37","289.55","286.98","50.53M","0.33%"
"2018-9-10","288.10","288.74","289.04","287.88","50.21M","0.17%"
"2018-9-7","287.60","286.98","288.70","286.71","73.52M","-0.19%"
"2018-9-6","288.16","289.15","289.49","287.00","65.91M","-0.30%"
"2018-9-5","289.03","289.41","289.64","287.89","72.45M","-0.27%"
"2018-9-4","289.81","289.84","290.21","288.68","57.59M","-0.17%"
"2018-8-31","290.31","289.84","290.81","289.29","66.14M","0.00%"
"2018-8-30","290.30","290.94","291.36","289.63","61.23M","-0.40%"
"2018-8-29","291.48","290.16","291.74","289.89","61.49M","0.54%"
"2018-8-28","289.92","290.30","290.42","289.40","46.94M","0.05%"
"2018-8-27","289.78","288.86","289.90","288.68","57.07M","0.79%"
"2018-8-24","287.51","286.44","287.67","286.38","57.49M","0.60%"
"2018-8-23","285.79","285.97","286.94","285.43","49.20M","-0.13%"
"2018-8-22","286.17","285.88","286.76","285.57","44.99M","-0.06%"
"2018-8-21","286.34","286.25","287.31","285.71","67.27M","0.23%"
"2018-8-20","285.67","285.57","285.97","285.06","39.81M","0.21%"
"2018-8-17","285.06","283.83","285.56","283.37","65.62M","0.35%"
"2018-8-16","284.06","283.40","285.04","283.36","69.97M","0.81%"
"2018-8-15","281.78","282.38","282.54","280.16","102.93M","-0.75%"
"2018-8-14","283.90","282.92","284.17","282.48","43.84M","0.64%"
"2018-8-13","282.10","283.47","284.16","281.77","65.73M","-0.37%"
"2018-8-10","283.16","283.45","284.06","282.36","77.08M","-0.67%"
"2018-8-9","285.07","285.53","285.97","284.92","35.72M","-0.14%"
"2018-8-8","285.46","285.39","285.91","284.94","42.11M","-0.04%"
"2018-8-7","285.58","285.39","286.01","285.24","43.20M","0.33%"
"2018-8-6","284.64","283.64","284.99","283.20","39.40M","0.37%"
"2018-8-3","283.60","282.53","283.66","282.33","53.94M","0.43%"
"2018-8-2","282.39","279.39","282.58","279.16","63.43M","0.54%"
"2018-8-1","280.86","281.56","282.13","280.13","53.85M","-0.17%"
"2018-7-31","281.33","280.81","282.02","280.38","68.57M","0.49%"
"2018-7-30","279.95","281.51","281.69","279.36","63.74M","-0.52%"
"2018-7-27","281.42","283.71","283.82","280.38","76.78M","-0.68%"
"2018-7-26","283.34","283.20","284.11","283.09","57.92M","-0.24%"
"2018-7-25","284.01","281.33","284.37","281.28","78.88M","0.85%"
"2018-7-24","281.61","281.79","282.56","280.63","68.03M","0.50%"
"2018-7-23","280.20","279.45","280.43","279.06","47.05M","0.19%"
"2018-7-20","279.68","279.77","280.48","279.50","82.37M","-0.11%"
"2018-7-19","280.00","280.31","280.74","279.46","61.41M","-0.38%"
"2018-7-18","281.06","280.56","281.18","280.06","44.59M","0.21%"
"2018-7-17","280.47","278.47","280.91","278.41","52.32M","0.40%"
"2018-7-16","279.34","279.64","279.80","278.84","48.20M","-0.09%"
"2018-7-13","279.59","279.17","279.93","278.66","48.23M","0.08%"
"2018-7-12","279.37","278.28","279.43","277.60","60.12M","0.91%"
"2018-7-11","276.86","277.15","278.04","276.52","77.05M","-0.73%"
"2018-7-10","278.90","278.41","279.01","278.08","51.97M","0.36%"
"2018-7-9","277.90","276.55","277.96","276.50","50.55M","0.90%"
"2018-7-6","275.42","273.14","275.84","272.71","66.49M","0.85%"
"2018-7-5","273.11","272.17","273.18","270.96","56.93M","0.82%"
"2018-7-3","270.90","272.87","272.98","270.42","42.19M","-0.35%"
"2018-7-2","271.86","269.51","272.04","269.24","63.55M","0.21%"
"2018-6-29","271.28","272.12","273.66","271.15","97.59M","0.14%"
"2018-6-28","270.89","269.29","271.75","268.49","76.65M","0.57%"
"2018-6-27","269.35","272.26","273.87","269.18","105.11M","-0.83%"
"2018-6-26","271.60","271.64","272.56","270.79","68.68M","0.22%"
"2018-6-25","271.00","273.44","273.62","269.10","137.85M","-1.36%"
"2018-6-22","274.74","275.66","275.79","274.49","56.61M","0.18%"
"2018-6-21","274.24","275.96","275.98","273.68","71.06M","-0.63%"
"2018-6-20","275.97","276.27","276.72","275.59","53.79M","0.17%"
"2018-6-19","275.50","274.00","275.75","273.53","97.53M","-0.38%"
"2018-6-18","276.56","275.49","276.70","274.95","52.92M","-0.21%"
"2018-6-15","277.13","276.60","277.51","275.35","120.04M","-0.57%"
"2018-6-14","278.73","279.01","279.33","278.06","77.10M","0.25%"
"2018-6-13","278.03","279.19","279.48","277.80","79.07M","-0.32%"
"2018-6-12","278.92","279.03","279.33","278.19","72.33M","0.13%"
"2018-6-11","278.56","278.44","279.37","278.31","58.89M","0.13%"
"2018-6-8","278.19","276.85","278.25","276.66","72.14M","0.30%"
"2018-6-7","277.37","277.95","278.28","276.34","72.97M","-0.01%"
"2018-6-6","277.40","275.79","277.52","275.09","62.73M","0.84%"
"2018-6-5","275.10","275.05","275.53","274.18","51.14M","0.07%"
"2018-6-4","274.90","274.53","275.19","274.26","45.39M","0.48%"
"2018-6-1","273.60","272.41","273.94","272.33","71.26M","0.98%"
"2018-5-31","270.94","272.15","272.49","270.25","93.52M","-0.61%"
"2018-5-30","272.61","270.50","273.11","270.42","69.68M","1.33%"
"2018-5-29","269.02","270.31","271.17","267.76","115.91M","-1.15%"
"2018-5-25","272.15","272.15","272.86","271.58","56.37M","-0.24%"
"2018-5-24","272.80","272.91","273.22","270.78","76.04M","-0.20%"
"2018-5-23","273.36","271.17","273.39","270.99","64.69M","0.28%"
"2018-5-22","272.61","273.96","274.25","272.24","52.97M","-0.28%"
"2018-5-21","273.37","273.01","273.98","271.35","58.03M","0.75%"
"2018-5-18","271.33","271.62","272.03","270.93","64.37M","-0.25%"
"2018-5-17","272.01","271.94","273.23","271.13","56.54M","-0.08%"
"2018-5-16","272.24","271.14","272.76","271.11","53.94M","0.42%"
"2018-5-15","271.10","271.59","271.61","270.03","87.04M","-0.69%"
"2018-5-14","272.98","273.34","274.08","272.36","54.79M","0.05%"
"2018-5-11","272.85","272.16","273.15","271.58","59.87M","0.31%"
"2018-5-10","272.02","270.34","272.39","270.22","72.06M","0.94%"
"2018-5-9","269.50","267.68","269.87","267.09","59.67M","0.97%"
"2018-5-8","266.92","266.50","267.32","265.15","67.50M","0.00%"
"2018-5-7","266.92","266.89","268.02","266.11","55.30M","0.34%"
"2018-5-4","266.02","261.52","266.79","261.15","91.22M","1.29%"
"2018-5-3","262.62","262.26","263.36","259.05","136.31M","-0.22%"
"2018-5-2","263.20","264.76","265.68","262.76","86.37M","-0.67%"
"2018-5-1","264.98","263.87","265.10","262.11","74.20M","0.18%"
"2018-4-30","264.51","267.26","267.89","264.43","82.18M","-0.77%"
"2018-4-27","266.56","267.00","267.34","265.50","57.05M","0.09%"
"2018-4-26","266.31","264.79","267.25","264.29","67.73M","1.02%"
"2018-4-25","263.63","262.91","264.13","260.85","103.84M","0.25%"
"2018-4-24","262.98","267.73","267.98","261.28","112.89M","-1.35%"
"2018-4-23","266.57","267.26","267.89","265.35","65.56M","-0.01%"
"2018-4-20","266.61","268.81","269.06","265.61","99.95M","-0.85%"
"2018-4-19","268.89","269.65","269.88","267.72","77.66M","-0.55%"
"2018-4-18","270.39","270.69","271.30","269.87","57.30M","0.07%"
"2018-4-17","270.19","269.33","270.87","268.75","64.68M","1.07%"
"2018-4-16","267.33","267.00","268.20","266.07","63.41M","0.82%"
"2018-4-13","265.15","267.41","267.54","264.01","85.08M","-0.29%"
"2018-4-12","265.93","265.26","267.00","265.06","68.89M","0.82%"
"2018-4-11","263.76","263.47","265.64","263.39","91.14M","-0.52%"
"2018-4-10","265.15","264.27","266.04","262.98","105.57M","1.59%"
"2018-4-9","261.00","261.37","264.84","259.94","105.44M","0.49%"
"2018-4-6","259.72","263.42","265.11","258.00","179.52M","-2.23%"
"2018-4-5","265.64","265.55","266.64","264.32","82.65M","0.79%"
"2018-4-4","263.56","256.75","264.36","256.60","123.72M","1.07%"
"2018-4-3","260.77","258.87","261.31","256.84","119.96M","1.28%"
"2018-4-2","257.47","262.55","263.13","254.67","186.29M","-2.16%"
"2018-3-29","263.15","261.12","265.26","259.84","124.24M","1.28%"
"2018-3-28","259.83","260.75","262.64","258.58","146.45M","-0.30%"
"2018-3-27","260.60","266.17","266.77","258.84","129.94M","-1.70%"
"2018-3-26","265.11","262.13","265.43","259.41","141.96M","2.74%"
"2018-3-23","258.05","264.17","265.02","257.83","183.53M","-2.13%"
"2018-3-22","263.67","267.91","268.87","263.36","148.79M","-2.50%"
"2018-3-21","270.43","270.90","273.27","270.19","78.71M","-0.19%"
"2018-3-20","270.95","270.94","271.67","270.18","59.76M","0.17%"
"2018-3-19","270.49","273.35","274.40","268.62","109.21M","-1.35%"
"2018-3-16","274.20","274.50","275.39","274.14","100.34M","-0.29%"
"2018-3-15","275.00","275.88","276.61","274.43","83.43M","-0.11%"
"2018-3-14","275.30","277.81","278.02","274.67","105.90M","-0.51%"
"2018-3-13","276.72","279.84","280.41","276.03","91.97M","-0.65%"
"2018-3-12","278.52","279.20","279.91","278.08","71.92M","-0.13%"
"2018-3-9","278.87","275.70","278.87","275.34","113.63M","1.74%"
"2018-3-8","274.10","273.55","274.24","272.42","66.90M","0.48%"
"2018-3-7","272.78","270.42","273.18","270.20","87.06M","-0.04%"
"2018-3-6","272.88","273.30","273.39","271.18","79.21M","0.25%"
"2018-3-5","272.19","267.73","272.89","267.61","97.31M","1.16%"
"2018-3-2","269.08","265.80","269.72","264.82","139.08M","0.52%"
"2018-3-1","267.70","271.41","273.17","266.00","176.86M","-1.45%"
"2018-2-28","271.65","275.68","276.19","271.29","121.91M","-1.01%"
"2018-2-27","274.43","278.11","278.92","274.36","99.10M","-1.25%"
"2018-2-26","277.90","275.93","278.01","275.26","86.49M","1.16%"
"2018-2-23","274.71","271.79","274.71","271.25","92.77M","1.59%"
"2018-2-22","270.40","271.10","273.05","269.64","110.51M","0.13%"
"2018-2-21","270.05","271.90","274.72","269.94","98.88M","-0.50%"
"2018-2-20","271.40","272.03","273.67","270.50","86.37M","-0.63%"
"2018-2-16","273.11","272.32","275.32","272.27","160.42M","0.03%"
"2018-2-15","273.03","271.57","273.04","268.77","111.20M","1.28%"
"2018-2-14","269.59","264.31","270.00","264.30","120.74M","1.35%"
"2018-2-13","266.00","263.97","266.62","263.31","81.22M","0.25%"
"2018-2-12","265.34","263.83","267.01","261.66","143.74M","1.47%"
"2018-2-9","261.50","260.80","263.61","252.92","283.57M","1.50%"
